Sentences,Label
"Hoạt chất chính trong thuốc là Paracetamol với liều 650mg.

Các thành phần tá dược bao gồm:

Tinh bột mì, tinh bột biến tính: Giúp hình thành hợp chất có dạng viên thuốc.

Magnesi stearat, natri benzoat: Chất bảo quản, ngăn ngừa oxy hóa.

Sodium starch glycolat: Chất hỗ trợ sản xuất, tăng độ ổn định.

Talc, aerosil: Tạo màu, hương liệu.

Bột hương dâu, PVP K30: Tăng độ mịn màng, chống dính cho viên thuốc.",thuoc giam dau
"Thuốc Hapacol 650 chỉ định trong:

Điều trị các triệu chứng đau do:
Đau đầu, đau nửa đầu.

Đau răng, đau do cảm cúm.

Đau họng.

Đau cơ xương.

Đau do viêm khớp.

Đau sau tiêm ngừa hoặc nhổ răng.

Hạ sốt cho bệnh nhân mắc các bệnh gây sốt như cảm hoặc các bệnh có liên quan đến sốt.",thuoc giam dau
"Hướng dẫn sử dụng thuốc Hapacol 650:

Khoảng cách giữa 2 lần uống phải trên 4 giờ, tối đa 6 viên/ngày.

Người lớn và trẻ trên 12 tuổi: uống 1 viên/lần.

Không tự ý dùng liên tục quá 3 ngày để hạ sốt hoặc 10 ngày để giảm đau.

Tuân theo hướng dẫn của bác sĩ.

Lưu ý:

Liều tối đa trong 24h là 4g, khoảng cách giữa 2 lần uống phải trên 4 giờ.

Không kéo dài tự điều trị mà thông báo ngay cho bác sĩ khi:

Xuất hiện triệu chứng mới.
Sốt cao trên 39,5 độ C kéo dài trên 3 ngày hoặc tái phát.
Đau kéo dài trên 5 ngày.",thuoc giam dau
"Thuốc hạ sốt Hapacol 650 có công dụng:

Hạ sốt cho bệnh nhân.

Giảm các cơn đau ở mức độ nhẹ đến vừa như:

Đau đầu thông thường.

Đau cơ.

Đau nhức do cảm cúm hoặc cảm lạnh.

Đau lưng.

Đau răng.

Đau do viêm khớp nhẹ.

Đau do hành kinh.",thuoc giam dau
"Hướng dẫn sử dụng thuốc Hapacol 650:

Người lớn, trẻ em trên 12 tuổi:
Uống 2 viên/lần, khoảng cách giữa các lần 4-6 giờ, không quá 12 viên/ngày.

Trẻ em từ 6 đến 12 tuổi:
Uống 1 viên/lần, khoảng cách giữa các lần 4-6 giờ, không quá 6 viên/ngày.",thuoc giam dau
"Hoạt chất chính là Paracetamol với hàm lượng 80mg.

Các tá dược trong 1 gói thuốc bao gồm:

Manitol: Chất lợi tiểu, giúp thuốc hòa tan nhanh.

Acid citric khan: Chất làm mát, điều chỉnh độ pH.

Aspartam: Chất làm ngọt.

Đường trắng: Tăng độ ngọt, dễ uống.

Natri hydrocarbonat: Tạo bọt, tăng tính hòa tan.

PVP K30: Chất làm mịn, tăng độ hòa tan.

Bột hương cam: Tạo mùi vị dễ chịu.",thuoc giam dau
"Thuốc hạ sốt Paracetamol 80mg có công dụng:

Hạ sốt cho trẻ em trong các trường hợp:
Cảm cúm thông thường.

Sốt xuất huyết.

Nhiễm khuẩn.

Nhiễm siêu vi.

Mọc răng.

Sau khi tiêm chủng.

Sau phẫu thuật.

Giảm các cơn đau ở trẻ do các bệnh trên gây ra.",thuoc giam dau
"""Hòa tan thuốc trong một lượng nước phù hợp cho trẻ đến khi bọt tan hết.

Uống mỗi 6 giờ một lần, không vượt quá 5 lần mỗi ngày.

Liều uống: trung bình từ 10 - 15mg/kg trọng lượng cơ thể mỗi lần.

Tổng liều tối đa không vượt quá 60mg/kg trọng lượng cơ thể trong vòng 24 giờ.

Hoặc có thể sử dụng theo phân liều cụ thể:

- Trẻ em từ 0 đến 3 tháng tuổi: uống 1/2 gói mỗi lần.
  
- Trẻ em từ 4 đến 11 tháng tuổi: uống 1 gói mỗi lần.

Hoặc tuân theo hướng dẫn của bác sĩ.

Lưu ý: Không nên tự y áp dụng thuốc cho trẻ mà không tham khảo ý kiến của bác sĩ trong các trường hợp:

- Xuất hiện các triệu chứng mới.

- Sốt cao (39.5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày.""",thuoc giam dau
"""Pha thuốc vào một lượng nước phù hợp cho trẻ đến khi bọt tan hết.

Uống mỗi 6 giờ một lần, không nên vượt quá 5 lần mỗi ngày.

Liều lượng: trung bình từ 10 - 15mg/kg cân nặng/lần.

Tổng liều tối đa không nên quá 60mg/kg cân nặng/24 giờ.

Hoặc có thể tuân thủ theo hướng dẫn cụ thể:

- Trẻ em từ 0 đến 3 tháng tuổi: uống 1/2 gói mỗi lần.

- Trẻ em từ 4 đến 11 tháng tuổi: uống 1 gói mỗi lần.

Hoặc theo chỉ dẫn của bác sĩ.

Lưu ý: Không nên tự y áp dụng thuốc cho trẻ mà không tham khảo ý kiến của bác sĩ trong các trường hợp:

- Xuất hiện các triệu chứng mới.

- Sốt cao (39.5°C) và kéo dài hơn 3 ngày hoặc tái phát.

- Đau nhiều và kéo dài hơn 5 ngày.""",thuoc giam dau
"""Mỗi gói Agimol 325 bao gồm:

Paracetamol 325mg.

Thành phần hỗ trợ: Acid benzoic, Aspartam, Đường trắng, Bột hương dâu, Chất màu Sunset yellow lake.""",thuoc giam dau
"""Giảm sốt và giảm đau trong những tình huống sau:

Sốt cao, cảm lạnh, cảm cúm.

Đau đầu, đau họng, đau răng, mọc răng và nhổ răng.""",thuoc giam dau
"""Thuốc này được sử dụng thông qua đường uống và cần phải được hòa tan trong một ít nước trước khi sử dụng.

Không nên tự y áp dụng paracetamol để giảm đau quá 10 ngày ở người lớn, quá 5 ngày ở trẻ em, hoặc để tự điều trị sốt cao (trên 39,5°C), sốt kéo dài hơn 3 ngày, hoặc sốt tái phát, trừ khi có hướng dẫn của bác sĩ.""",thuoc giam dau
"""Thuốc được uống thông qua đường miệng và cần pha hòa với một ít nước trước khi sử dụng.

Không nên sử dụng paracetamol để tự điều trị giảm đau quá 10 ngày ở người lớn, quá 5 ngày ở trẻ em, hoặc tự điều trị sốt cao (trên 39,5°C), sốt kéo dài trên 3 ngày, hoặc sốt tái phát, trừ khi có hướng dẫn của bác sĩ.""",thuoc giam dau
"""Mỗi viên nén bao gồm:

Thành phần chính: Paracetamol 500mg.

Thành phần hỗ trợ: Avicel PHI 01, Tinh bột sắn, Natri starch glycolat, Talc, Magnesi stearat.""",thuoc giam dau
"""Mỗi viên nén bao gồm:

- Dược chất: Paracetamol: 500mg.

- Tá dược: Avicel PHI 01, Tinh bột sắn, Natri starch glycolat, Talc, Magnesi stearat.""",thuoc giam dau
"""Điều trị giảm sốt và giảm đau từ nhẹ đến vừa.

**Giảm đau:**
Paracetamol được sử dụng để giảm đau tạm thời trong điều trị những cơn đau nhẹ và vừa. Thuốc thể hiện hiệu quả cao trong việc giảm đau với cường độ thấp, đặc biệt là đau có nguồn gốc không phải từ các nội tạng.

Paracetamol không có tác dụng chữa trị các vấn đề liên quan đến khớp. Nó được sử dụng như một phương tiện thay thế cho salicylat (đặc biệt là khi salicylat không phù hợp hoặc không được dung nạp) để giảm đau nhẹ hoặc hạ sốt.

**Hạ sốt:**
Paracetamol thường được sử dụng để giảm sốt ở những người đang bị sốt do mọi nguyên nhân, tuy nhiên, nó không ảnh hưởng đến nhiệt độ cơ bình thường. Cần lưu ý rằng việc hạ sốt không có tác dụng chuyên biệt, không ảnh hưởng đến quá trình điều trị căn bệnh cơ bản và có thể che giấu tình trạng bệnh của người bệnh.""",thuoc giam dau
"""Điều trị giảm đau và hạ sốt từ nhẹ đến trung bình.

Giảm đau:

Paracetamol được sử dụng để giảm đau tạm thời trong trường hợp đau nhẹ và trung bình. Thuốc hiệu quả nhất trong việc giảm đau cường độ thấp không liên quan đến vấn đề nội tạng.

Paracetamol không có tác dụng trong việc điều trị viêm khớp. Nó thường được sử dụng thay thế cho salicylat (được ưa thích ở những người không dung nạp hoặc không thích salicylat) để giảm đau nhẹ hoặc hạ sốt.

Hạ sốt:

Paracetamol thường được sử dụng để giảm nhiệt độ cơ thể ở người mắc sốt do mọi nguyên nhân, nhưng không làm giảm nhiệt độ ở người không sốt. Tuy nhiên, việc hạ sốt không phải lúc nào cũng hiệu quả và không ảnh hưởng đến tiến trình của căn bệnh gốc, có thể che giấu triệu chứng bệnh của người mắc.""",thuoc giam dau
"""Hướng dẫn sử dụng:

Sử dụng qua đường uống. Không nên tự y áp dụng paracetamol để giảm đau quá 10 ngày ở người lớn hoặc quá 5 ngày ở trẻ em, trừ khi được hướng dẫn bởi bác sĩ.

Không nên sử dụng paracetamol cho người lớn và trẻ em để tự y áp dụng điều trị sốt cao (trên 39,5°C), sốt kéo dài hơn 3 ngày, hoặc sốt tái phát, trừ khi được hướng dẫn bởi bác sĩ.""",thuoc giam dau
"""Cách sử dụng:

Uống theo đường uống. Không nên tự điều trị giảm đau bằng paracetamol quá 10 ngày ở người lớn hoặc quá 5 ngày ở trẻ em, trừ khi được hướng dẫn bởi bác sĩ.

Không sử dụng paracetamol để tự điều trị sốt cao (trên 39,5°C), sốt kéo dài hơn 3 ngày, hoặc sốt tái phát ở người lớn và trẻ em, trừ khi được hướng dẫn bởi bác sĩ.""",thuoc giam dau
"""Thành phần chính: Paracetamol 500mg, Ibuprofen 200mg.

Thành phần hỗ trợ: Lactose monohydrate, microcrystalline cellulose M101, sodium starch glycolate, aerosil, talc, magnesi stearate, PVP K30, màu cam E110, màu erythrosin lake để tạo đủ lượng cho 1 viên.""",thuoc giam dau
"""Hoạt chất: Paracetamol 500mg, Ibuprofen 200mg.

Thành phần phụ trợ: Lactose monohydrate, microcrystalline cellulose M101, natri starch glycolate, aerosil, talc, magnesi stearate, PVP K30, màu cam E110, màu erythrosin lake đủ cho một viên nén.""",thuoc giam dau
"""Giảm cảm giác đau nhẹ đến trung bình trong các trường hợp như đau nửa đầu, nhức đầu, đau lưng, đau bụng kinh, đau răng, viêm khớp, đau cơ, đau khớp nhẹ, và các triệu chứng của cảm cúm, viêm họng và sốt. Sản phẩm này đặc biệt phù hợp cho những trường hợp đau cần sự giảm đau mạnh mẽ hơn khi so sánh với việc sử dụng ibuprofen hoặc paracetamol độc lập.""",thuoc giam dau
"Đây là một sản phẩm dùng để giảm đau từ nhẹ đến trung bình trong nhiều trường hợp khác nhau như: đau nửa đầu, nhức đầu, đau lưng, đau bụng kinh, đau răng, đau khớp nhẹ, đau cơ, và các triệu chứng cảm cúm, viêm họng và sốt. Sản phẩm này được đặc biệt chú trọng vào việc giảm đau trong những trường hợp đòi hỏi sự hỗ trợ từ thuốc mạnh hơn, vượt trội so với việc sử dụng ibuprofen hoặc paracetamol một mình.",thuoc giam dau
"""Hướng dẫn sử dụng:

- Uống sau khi ăn.

- Người lớn: uống 1 viên 2 - 3 lần/ngày.

- Nếu cần thiết, có thể tăng liều lên 2 viên 3 lần/ngày.

- Thời gian giữa hai lần dùng thuốc ít nhất là 6 giờ, không nên uống quá 6 viên/ngày.

- Không nên sử dụng thuốc này quá 3 ngày. Nếu triệu chứng không giảm hoặc trở nên nặng hơn, cần tham khảo ý kiến của bác sĩ.

- Hoặc tuân theo hướng dẫn của thầy thuốc.""",thuoc giam dau
"""Thuốc nên được uống sau khi ăn.

Người lớn: Uống 1 viên mỗi lần, 2 - 3 lần mỗi ngày.

Nếu cần thiết, có thể uống 2 viên mỗi lần, tối đa 3 lần mỗi ngày.

Thời gian giữa các lần uống thuốc ít nhất là 6 giờ, không nên uống quá 6 viên mỗi ngày.

Không nên sử dụng thuốc này quá 3 ngày. Nếu triệu chứng không giảm hoặc trở nên nặng hơn, cần tham khảo ý kiến của bác sĩ.

Hoặc tuân thủ theo hướng dẫn của bác sĩ.""",thuoc giam dau
"""Thành phần chính:

- Hoạt chất: Paracetamol 500 mg.

- Thành phần hỗ trợ: Tinh bột ngô, silica không nước, nipagin, nipasol, gelatin, natri lauril sulfate, talc, magnesi stearate.""",thuoc giam dau
"""Hoạt chất: Paracetamol 500 mg.

Thành phần phụ trợ: Bột bắp, silica khử nước không có nước, nipagin, nipasol, gelatin, natri lauril sulfate, talc, magnesi stearate.""",thuoc giam dau
Paracetamol Choay 500mg được sử dụng để điều trị các triệu chứng đau từ nhẹ đến vừa và/hoặc trong trường hợp có tình trạng sốt.,thuoc giam dau
"Dạng bào chế này chỉ dành cho người lớn và trẻ em có cân nặng trên 25 kg (khoảng 8 tuổi trở lên).

- Đối với người lớn và trẻ em có cân nặng trên 50 kg (tức là từ 15 tuổi trở lên):
  - Liều thường dùng là một đến hai viên 500 mg mỗi lần, có thể lặp lại sau ít nhất 4 giờ.
  - Tổng liều không nên vượt quá 3 g paracetamol (tức 6 viên) mỗi ngày. Tuy nhiên, trong trường hợp đau nặng và theo khuyến nghị của bác sĩ, tổng liều có thể tăng lên đến 4 g paracetamol (tức 8 viên) mỗi ngày.

- Tuy nhiên:
  - Liều paracetamol cao hơn 3 g/ngày cần có sự hướng dẫn của bác sĩ.
  - Không nên dùng hơn 4 g paracetamol mỗi ngày (bao gồm tất cả các sản phẩm có chứa paracetamol). Khoảng cách tối thiểu giữa hai lần uống là 4 giờ.

- Đối với trẻ em, liều dùng phụ thuộc vào cân nặng:
  - Đối với trẻ cân nặng từ 27 đến 40 kg (khoảng 8 đến 13 tuổi): Mỗi lần uống một viên 500 mg, có thể lặp lại mỗi 6 giờ, nhưng không quá 4 viên mỗi ngày.
  - Đối với trẻ cân nặng từ 41 đến 50 kg (khoảng 12 đến 15 tuổi): Mỗi lần uống một viên 500 mg, có thể lặp lại mỗi 4 giờ, nhưng không quá 6 viên mỗi ngày.

Số lần uống thuốc:

- Trẻ em cần uống thuốc đều đặn, kể cả ban đêm, và cách nhau 6 giờ hoặc ít nhất là 4 giờ.
- Người lớn cũng cần uống các liều thuốc cách nhau ít nhất là 4 giờ.

Trong trường hợp suy chức năng thận (độ thanh thải creatinine dưới 10 ml/phút), khoảng cách giữa hai lần uống thuốc phải là 8 giờ, và ít nhất cũng là 4 giờ. Liều lượng paracetamol không thể vượt quá 3 g (tức 6 viên) mỗi ngày.",thuoc giam dau
"""Dạng bào chế này chỉ phù hợp cho người lớn và trẻ em có cân nặng trên 25kg (khoảng 8 tuổi).

- Người lớn và trẻ em có cân nặng trên 50 kg (tức khoảng 15 tuổi trở lên) nên uống một đến hai viên 500 mg mỗi lần, có thể lặp lại sau ít nhất 4 giờ.
- Tổng liều paracetamol không nên vượt quá 3g mỗi ngày, trừ khi được khuyến nghị từ bác sĩ. Trong trường hợp đau nặng, có thể tăng liều lên đến 4g mỗi ngày dưới sự hướng dẫn của bác sĩ.
- Không nên dùng hơn 4g paracetamol mỗi ngày, và khoảng cách giữa các liều không ít hơn 4 giờ.
- Đối với trẻ em, liều lượng phụ thuộc vào cân nặng và tuổi của trẻ, và cần tham khảo ý kiến bác sĩ.
- Tránh dao động của triệu chứng bằng cách uống thuốc đều đặn theo lịch trình.
- Khoảng thời gian giữa hai lần uống thuốc phụ thuộc vào độ tuổi và trạng thái sức khỏe.
- Trong trường hợp suy chức năng thận nặng, liều lượng và khoảng cách giữa các liều cần được điều chỉnh dưới sự giám sát của bác sĩ.""",thuoc giam dau
"""Hoạt chất: Paracetamol 325 mg.

Thành phần phụ trợ: Acid citric, natri hydrocarbonat, aspartam, povidon K30, natri saccharin, natri carbonat khan, natri benzoat, PEG 6000, màu vàng số 6, mùi cam.""",thuoc giam dau
Sản phẩm này được sử dụng để điều trị các triệu chứng đau và hạ sốt từ nhẹ đến vừa.,thuoc giam dau
"Effer-Paralmax 325 được sử dụng thông qua đường uống. Bạn có thể đặt viên thuốc vào trong nước, sau đó uống khi viên thuốc đã hoàn toàn tan hết và tạo ra bọt.",thuoc giam dau
"""Paracetamol 650mg.

Cafein 65mg.

Thành phần phụ trợ đủ cho 1 viên (Bao gồm tinh bột biến tính, avicel, tinh bột mì, sodium starch glycolat, màu erythrosin lake, talc, magnesi stearat, PVP K30, aerosil, nipagin).""",thuoc giam dau
"Sản phẩm này được thiết kế để giảm đau trong các cơn đau như: đau đầu, đau nửa đầu, đau họng, đau bụng kinh, đau sau nhổ răng hoặc các thủ thuật nha khoa, đau răng, đau nhức cơ, gân, đau do chấn thương, đau do viêm khớp, viêm xoang, đau nhức do cảm lạnh, và cảm cúm.",thuoc giam dau
